"","Score","Age","PTS","AST","TRB","MP","FT","FG","Rk","X3P","X2P","Role","Salary","G","TOV","mean_views"
"507",40,26,21.4,3.4,4,36.1,2.6,8.2,322,2.3,5.9,"Back",23962573,81,1.9,17.3260273972603
"508",12.8,23,13.9,0.9,10.8,27.5,1.9,6,85,0,6,"Front",2334528,74,1.4,632.071232876712
"509",137,25,7.1,0.9,5.4,19,1.8,2.6,536,0.1,2.5,"Front",12584270,33,1,431.052054794521
"510",73.2,29,0.6,0.1,0.7,2.3,0.1,0.2,6,0,0.2,"Front",7300000,21,0,325.887978142077
"511",130.8,31,5.3,0.9,2.1,16.8,0.9,2,63,0.4,1.5,"Front",8105615,72,0.7,377.355191256831
"512",69.8,26,7.9,3.2,3.2,27,0.9,3.1,269,0.8,2.3,"Back",7630000,82,1.1,619.794520547945
"513",53.8,32,12,2.4,2.9,30.4,1.5,4.5,289,1.5,3,"Back",11747890,76,1.1,389.164383561644
"514",131,25,5.6,1,4.2,17.8,1,2.3,157,0,2.3,"Front",7843500,55,1,183.558904109589
"515",46.8,21,15.5,5.2,3.9,25.7,2,5.8,437,1.9,3.9,"Back",5562360,48,3.1,2132.16712328767
"519",89.8,22,1.7,0.1,0.9,5.9,0.2,0.7,264,0,0.7,"Front",1312611,15,0.3,420.580821917808
"520",35,27,26.9,6.6,4.5,36.6,6.8,8.5,298,3.1,5.4,"Back",26153057,73,2.8,2057.39178082192
"522",117.8,23,4.1,0.7,1.9,10.8,0.4,1.6,135,0.5,1.1,"Back",1100000,44,0.4,132.383561643836
"524",115,25,5.3,0.9,4.3,14.9,1,2,476,0.3,1.7,"Front",815615,63,0.9,447.879452054795
"525",118.8,29,15.3,2,4.8,32,3.9,4.9,168,1.7,3.1,"Front",20559599,21,1.2,622.772602739726
"526",48.8,30,8.6,1.6,3.6,25.6,0.7,3.1,186,1.7,1.4,"Back",10000000,70,1.1,829.34794520548
"527",149.2,30,5.7,0.7,4.1,21.4,0.4,2.2,119,0.8,1.5,"Front",2300000,73,0.5,133.346994535519
"528",102.2,22,8.1,3.1,1.9,16.8,1.8,3,153,0.4,2.6,"Back",4992385,14,1.4,617.772602739726
"529",159.2,24,6.6,1.1,3.3,17.5,1.1,2.4,228,0.7,1.8,"Front",77250,23,0.5,76.0849315068493
"530",54.8,23,14.6,2.6,6.7,29.6,2.3,5.2,440,2,3.2,"Front",2422560,78,1.9,967.917808219178
"531",100.2,27,7.8,1.4,2,23.7,0.7,2.6,338,1.8,0.8,"Front",2100000,82,0.7,216.572602739726
"532",145.2,29,2.8,0.5,0.8,7.4,0.1,1.2,21,0.4,0.7,"Front",7464912,19,0.8,115.748633879781
"533",58.8,30,12.4,5.3,2.6,29.2,1.8,4.6,104,1.4,3.2,"Back",10000000,69,1.2,365.631147540984
"534",107.8,24,1.1,0.8,0.5,6.8,0.4,0.4,219,0,0.4,"Back",77250,14,0.3,129.647540983607
"535",77.8,25,7.9,1.5,4.7,23.5,1.9,2.9,375,0.3,2.6,"Back",1312611,70,1.1,399.150684931507
"536",63.8,37,6.8,1.9,3.3,13.7,0.8,3,507,0,2.9,"Front",2328652,73,1.1,25.155737704918
"537",110.8,25,5.9,1,2,14.1,0.5,2.1,44,1.2,0.9,"Front",1312611,77,0.5,390.871232876712
"539",53.8,20,11.6,4.4,2.8,27.8,1.9,4.5,164,0.6,3.8,"Back",4609200,73,2.4,1500.11232876712
"541",52.2,29,12,1.5,15.2,31.5,2.4,4.8,268,0,4.8,"Front",22642350,77,1.8,1655.65205479452
"542",112.8,29,1.7,0.8,1.3,12.5,0,0.7,297,0.3,0.4,"Back",1505942,58,0.3,405.344262295082
"543",88.8,21,8.1,2.9,5.7,21.5,1.3,3.3,360,0.1,3.2,"Back",1312611,81,1.7,711.027397260274
"544",98.2,25,8,2.9,2.9,20.8,1.4,2.9,530,0.8,2.1,"Back",1645200,69,1.1,248.158904109589
"545",2,28,23,5.2,3.9,33.9,5.8,8.1,130,1.1,7,"Back",27739975,80,2.2,1908.07945205479
"546",3.8,27,25.2,5.4,12.9,36.2,6.1,8.5,112,2.2,6.3,"Front",18063850,48,5,3412.39178082192
"547",77.8,31,13.5,2,6.6,29.9,2.6,4.5,86,2,2.5,"Front",14800000,73,1.4,467.808219178082
"548",111.2,23,1.1,0.6,0.8,5.3,0.1,0.5,244,0.1,0.4,"Back",319266,15,0.7,205.060109289617
"549",53.2,24,19.4,6.2,3.1,31,3.4,7.5,442,1.1,6.3,"Back",15500000,67,2.7,1023.78904109589
"550",85.8,20,15.2,5.2,3.8,29.7,1.9,5.9,455,1.5,4.3,"Back",3218280,69,2.8,1343.45479452055
"551",88.2,24,10.2,3.2,5.1,27.2,0.5,3.9,490,1.9,2.1,"Front",2186400,77,1.3,402.134246575342
"552",117.8,26,12.3,1.3,7.2,28,1.8,5.1,155,0.2,4.9,"Front",12000000,77,1.1,437.695890410959
"553",91.2,20,3.1,0.5,1.9,12.3,0.8,1.1,265,0.2,0.9,"Back",462875,20,0.4,650.13698630137
"554",46.2,29,8.4,1.5,1.4,16.8,1.6,3.2,433,0.3,3,"Back",2533488,25,1.4,5139.1397260274
"555",94.2,22,1.8,1,1,9.2,0.4,0.5,501,0.4,0.1,"Back",77250,16,0.1,169.331506849315
"556",101.2,23,3.2,0.5,1.5,8.2,0.8,0.9,510,0.5,0.5,"Back",1404600,17,0.4,214.397260273973
"557",36,21,24.9,4.7,4.5,34.5,5.4,8.4,58,2.7,5.7,"Back",2319360,54,3.6,3482.12328767123
"558",116.8,34,8.4,2.1,1.8,18.9,2,2.6,197,1.1,1.5,"Back",4402546,71,1.1,313.945355191257
"560",126,28,10,1.5,7.9,24.9,1.1,4,125,0.8,3.2,"Front",6900000,62,1.4,424.906849315068
"561",106.2,21,5.8,0.6,4,15.2,0.6,2.6,123,0,2.6,"Front",1312611,62,0.5,257.70218579235
"562",141.2,22,11,1.6,3.1,28.7,1.5,4.1,66,1.1,3,"Front",815615,82,1.5,407.430136986301
"563",94.2,26,14.3,3.8,2.6,30.6,1.7,5.4,496,1.7,3.7,"Back",12100000,30,2.3,1111.47945205479
"564",55.2,39,12,1.6,5.7,24.7,1.3,4.5,372,1.8,2.7,"Front",5000000,77,0.7,3561.29234972678
"565",65.2,21,11.6,2,7.7,24.5,2.3,4.6,438,0.2,4.4,"Front",2550000,74,1.9,931.087671232877
"566",40.2,21,20.5,3.7,3.7,33.4,3,7.5,343,2.4,5.2,"Back",2621280,79,2.7,61.5917808219178
"567",155.2,24,5.9,1.2,3.6,21.3,0.5,2.2,161,1,1.2,"Front",1312611,21,1,116.295890410959
"568",78.8,26,7.8,1,2.5,21.8,0.8,2.9,326,1.1,1.8,"Front",3294994,81,0.7,971.93698630137
"569",84.8,20,6.5,1.6,4.4,25.2,0.5,2.3,43,1.4,0.8,"Front",4468800,82,1.4,629.460273972603
"570",4.2,27,11,7.3,7.6,32.7,1.9,4,187,1.1,2.9,"Front",16400000,70,2.9,3486.92876712329
"571",86.8,22,3.3,0.7,2.3,13.5,0.4,1.4,26,0.2,1.2,"Front",815615,53,0.4,246.38904109589
"573",45.2,32,16.6,1.3,12.5,30.4,4.1,6.2,229,0,6.2,"Front",23500000,81,2.6,3495.7698630137
"574",101.2,26,8.5,1.2,5.6,21.2,1.7,3.2,412,0.4,2.9,"Front",9003125,79,0.7,186.208219178082
"575",38,36,11.4,3.4,3.8,22.9,2,4.5,495,0.5,4,"Back",17878652,67,2.1,7361.59836065574
"576",106.2,28,12.5,2.3,2.9,31.5,0.6,5.2,349,1.6,3.6,"Back",8445024,82,1.2,192.901369863014
"577",76,28,5.3,0.5,7.4,18.9,0.9,2.2,124,0,2.2,"Front",6352531,78,0.8,187.786301369863
"578",132.2,22,2,0,1,2,0,1,466,0,1,"Back",77250,1,0,72.6630136986301
"580",66.2,23,12.7,6.2,4.3,28.7,1.7,5.2,399,0.5,4.7,"Back",3332340,63,2.7,535.104109589041
"581",80.8,21,8.6,3.2,2.4,19.5,1.5,3.2,357,0.7,2.5,"Back",3381480,64,1.8,521.046575342466
"582",43.2,25,14.1,1.5,11,25.8,2.2,5.9,271,0,5.9,"Front",17884176,71,1.7,1500.41095890411
"583",40.2,28,17.7,5,3.8,31.4,3.4,6.3,52,1.7,4.6,"Back",14500000,74,2.9,1355.4
"584",43.8,29,18,2.2,2.5,31.2,2.8,6,180,3.2,2.9,"Back",12943020,69,1.9,975.468493150685
"587",109,30,10.9,1.3,5.9,25.1,1.5,4,235,1.3,2.7,"Front",6514288,69,1,466.846575342466
"588",119.5,25,17.8,2.9,3.2,32.2,2.6,6.5,163,2.2,4.2,"Front",17000000,57,1.7,288.032876712329
"589",109.2,29,8.2,2.2,3.1,25.7,1.2,3.3,485,0.5,2.7,"Back",17131148,79,1.3,614.92602739726
"590",82.8,24,11.1,1.6,3.6,23.2,2,3.9,270,1.3,2.6,"Front",2847600,79,0.8,580.180821917808
"591",52.2,19,5.9,3.2,2.3,21.9,0.6,2.3,373,0.6,1.7,"Back",3501120,78,1.7,990.931506849315
"592",99.2,23,8.6,3.2,2.4,20,1.1,3.1,491,1.4,1.6,"Back",1312611,76,1,359.580821917808
"593",96.8,20,1.6,0.3,0.8,5.7,0.1,0.6,276,0.4,0.2,"Back",1465920,14,0.1,296.183561643836
"594",124.8,31,8.4,1.9,2.3,24.8,0.9,3.1,473,1.4,1.7,"Back",8000000,65,1.2,148.065753424658
"595",57.8,23,17.5,2.9,2.6,34.4,2,6.6,198,2.3,4.2,"Back",2550055,67,1.8,333.150684931507
"596",75.8,31,10,2.8,2.7,27,1.6,3.5,217,1.3,2.3,"Back",20000000,67,1.3,784.304109589041
"597",114.2,20,2.1,0.5,2.2,7.2,0,1.1,389,0,1.1,"Front",2486757,17,0.5,316.879781420765
"598",58.2,32,12.1,0.6,3.2,22.7,1.2,4.1,188,2.7,1.4,"Back",1381403,41,0.8,1044.85205479452
"599",1.5,23,26.9,4.8,10,36.7,6.5,9.9,16,0.6,9.3,"Front",22471911,75,3,7422.21917808219
"600",120.2,24,4.1,0.7,1.6,14.7,0.4,1.6,431,0.6,1,"Back",1524305,23,0.2,787.624657534247
"601",42.5,31,17.3,4.8,4.1,31.7,2.9,6.5,138,1.5,5,"Back",17000450,75,2.2,18.9835616438356
"602",54,27,2,0,1,5,0,1,207,0,1,"Front",29727900,1,0,5152.44383561644
"603",94.8,28,5.9,0.9,4.6,16.9,1,2.4,132,0.2,2.1,"Front",14112360,79,0.7,284.205479452055
"604",135.8,27,10.3,2.2,6.9,20.4,1.7,4.3,346,0,4.3,"Front",21384175,51,1.8,316.754098360656
"606",66.2,25,18.9,2,6.1,34.2,3.4,7,31,1.5,5.4,"Front",23112004,77,1.5,911.260273972603
"607",49.2,28,14,1,11.4,25.3,2.4,5.8,513,0,5.7,"Front",23775506,54,1.7,1092.35616438356
"608",146,21,4,0.5,2.1,8.7,0.7,1.4,145,0.5,0.9,"Front",1780800,38,0.5,214.021917808219
"609",117.8,26,7.4,1.5,1.7,19.7,0.6,3,97,0.8,2.2,"Back",1577230,74,0.8,12.4699453551913
"610",145.5,31,4.8,0.7,4.1,14.9,1.2,1.8,311,0,1.8,"Front",16000000,77,1.3,227.397260273973
"612",96.2,27,4.4,1.2,2.9,19.7,0.8,1.6,447,0.5,1.1,"Back",10337079,14,1.1,2019.27049180328
"613",110.8,26,8.6,3.8,2.3,21.1,2.3,2.6,84,1.1,1.5,"Back",1113863,20,1.5,267.5
"615",117.2,23,6.6,3.1,1.4,17.4,1.5,2.4,469,0.3,2.1,"Back",1312611,67,1.3,71.0846994535519
"616",37.5,28,15.2,4.8,2.1,26.9,3.7,4.9,477,1.7,3.2,"Back",6261394,32,3,12320.5835616438
"617",126.2,22,6.3,1.3,1.6,11.3,0.8,2.5,512,0.4,2.1,"Back",1312611,16,1.5,243.950819672131
"620",91.2,20,3.7,0.6,2.9,9.5,0.9,1.4,540,0,1.4,"Front",1312611,43,0.6,475.958904109589
"625",72.2,22,12.6,1.9,4.9,24,1.3,5.2,390,1,4.2,"Front",6782392,31,1.5,1140.44657534247
"629",101,27,9.7,1.2,3.4,26.1,1.5,3.4,118,1.4,2,"Front",6796117,80,0.9,1708.27945205479
"630",75.8,22,6.3,0.4,3,12.6,0.8,2.8,381,0,2.7,"Front",4995120,28,0.8,1777.90410958904
"631",114.8,24,4.7,0.4,3.5,15.6,0.5,2,439,0.2,1.8,"Front",77250,22,0.4,159.958904109589
"632",153.2,23,1,0.3,0.5,4.6,0.1,0.4,287,0.1,0.3,"Front",1312611,35,0.1,150.241095890411
"635",53.8,37,10.3,2.3,1.2,20.7,1.3,3.9,116,1.3,2.6,"Back",15270762,80,1.2,1557.33333333333
"636",53.8,20,16.7,3.4,3.7,31.7,2.8,5.9,361,2,3.9,"Back",3355320,81,2.1,784.756164383562
"637",120.2,35,4.9,3.6,2.1,20.3,0.3,1.9,366,0.8,1.1,"Back",6998920,50,1.3,435.081967213115
"639",107.8,27,7.1,1,3.1,22.3,1.3,2.5,148,0.7,1.8,"Front",3028410,72,0.8,5.24930747922438
"640",2.2,28,30.4,8.8,5.4,35.4,8.7,9,194,3.7,5.4,"Back",28299399,72,4.4,5059.78630136986
"641",75.8,30,10.8,3.8,4.9,26.6,1.5,4.2,257,0.8,3.5,"Front",13734000,73,1.9,544.690410958904
"642",90.8,25,2.7,0,0.7,6,0.7,0.7,320,0.7,0,"Front",77250,3,0.3,783.25956284153
"643",129.8,22,2.8,0.3,0.3,10.2,0.7,0.8,532,0.5,0.3,"Back",77250,6,0.2,13.5792349726776
"645",147.2,27,10.3,1.4,8.4,28,1.5,4.1,189,0.8,3.3,"Front",8533333,55,1.4,178.468493150685
"646",150.2,32,3.2,1.6,2,14.3,0.6,1,141,0.6,0.4,"Front",10000000,48,0.6,233.832876712329
"647",161.2,23,7.7,1,4.4,22.8,1.2,3,315,0.5,2.6,"Front",1471382,73,1.2,91.7431693989071
"648",74.8,19,8.2,0.7,5.4,20,1.6,3.3,8,0.1,3.2,"Front",1713720,72,1.1,207.243835616438
"649",94.8,34,7.5,5.6,3.1,25,1,3,242,0.4,2.6,"Back",2328652,62,1.9,335.095628415301
"651",108.2,40,3.3,1.2,0.9,16,0.2,1.2,475,0.8,0.4,"Back",2328652,51,0.5,833.355191256831
"652",107.8,30,4.8,0.5,2.6,9.5,0.6,2.1,327,0,2.1,"Front",2116955,65,0.4,2229.96438356164
"654",40.5,21,14.5,1.6,4.9,30.7,2.1,5.3,70,1.7,3.6,"Back",4956480,70,1.8,1700.55068493151
"655",43,19,13.9,1.6,5,30.5,2.7,5,468,1.3,3.7,"Front",5645400,80,1.4,2046.15068493151
"656",54.5,31,10.8,1.3,3.2,23.4,2.6,3.8,190,0.7,3.1,"Front",2116955,78,1,1119.60821917808
"657",58,29,14.2,7,3,33,2.9,5.1,470,1.2,3.9,"Back",19000000,70,2.5,844.871232876712
"658",166.8,27,1.7,0,1.1,4.3,0.1,0.7,527,0.2,0.4,"Front",593780,9,0.2,162.472677595628
"659",117.2,23,8.4,0.7,3.9,20.3,2,3,183,0.4,2.6,"Front",1524305,81,0.7,493.106849315068
"660",102.2,25,12.9,2.3,4.1,24.6,2.2,4.8,283,1.2,3.6,"Back",7000000,80,1.2,295.405479452055
"661",85.8,29,18,4,0,25,7,5,299,1,4,"Back",12000000,1,3,3838.29508196721
"662",62.8,25,8.4,4.6,2.3,22.8,1.9,2.8,184,0.8,2,"Back",1713840,74,1.2,679.94262295082
"663",111.8,29,7.9,1.4,2.1,23.7,0.9,2.8,34,1.4,1.4,"Back",9000000,39,1.2,279.054644808743
"664",7,28,22.2,4.9,5.3,36.7,6.2,7.4,79,1.2,6.2,"Back",18696918,59,1.8,61.3671232876712
"665",123,32,1.7,0.6,2,5.7,0.3,0.7,369,0,0.7,"Front",17765000,7,0.6,1996.41256830601
"666",115.8,30,6.3,0.9,1.6,14.5,1.3,2,333,0.9,1.1,"Back",3290000,77,0.5,237.030054644809
"667",72.8,26,10.8,1.6,3.3,25.3,1.1,3.9,199,1.9,2,"Back",1524305,78,1.2,221.060273972603
"668",67.2,30,11.5,4.8,4.2,31.4,0.8,4.1,236,2.5,1.6,"Front",13636364,82,1.9,646.484931506849
"669",100.2,36,6.8,1.5,3.1,21.9,0.7,2.7,258,0.7,1.9,"Back",10254904,55,0.9,30.7950819672131
"671",143.5,24,1.5,0,1.7,6.3,0.5,0.5,57,0,0.5,"Front",708200,6,0.3,144.902684563758
"672",3.2,23,22.9,3.2,11,30.3,5.7,8.1,147,1,7,"Front",6100266,63,3.7,3897.38630136986
"673",82.8,26,4.1,0.7,3.1,9.7,0.5,1.8,285,0,1.8,"Front",1524305,55,0.6,230.68306010929
"674",125,20,10.5,1.3,7.3,24.1,1.8,4.2,101,0.2,4,"Front",1936920,74,1.4,274.550684931507
"675",69.2,27,8.8,1.5,6.8,25.9,1.2,3.8,210,0,3.8,"Front",11422536,76,1.1,226.276712328767
"677",5,27,19.4,9.6,3.7,34.4,4.3,6.8,498,1.5,5.3,"Back",18063850,41,3.9,2992.48493150685
"678",165.2,22,8.7,0.6,4.5,16,1.4,3.6,355,0.1,3.5,"Front",77250,11,0.8,100.635616438356
"679",114.2,24,4.8,0.4,2.6,10.5,0.6,1.9,376,0.4,1.5,"Front",1524305,36,0.4,2.8080229226361
"680",152,28,5.4,0.6,4,17,1.6,1.9,295,0,1.9,"Front",10497319,8,0.9,209.603825136612
"681",138.8,30,5.8,0.6,3.3,15.3,0.6,2.1,253,0.9,1.3,"Front",4000000,74,0.4,356.795081967213
"682",53.2,25,12.7,1.1,8.6,22.4,2.2,5.1,489,0.4,4.7,"Front",15460675,77,1.5,649.128767123288
"683",148.5,20,5.4,0.7,3.7,19.9,0.7,2,240,0.6,1.4,"Front",4186320,27,1,440.958904109589
"684",116.5,28,13.9,2.5,3.5,29.4,2.7,5.1,451,1,4.1,"Front",6300000,69,2.1,881.926229508197
"685",54.5,23,4.6,1.8,3.6,14.2,0.5,2,41,0,2,"Front",815615,57,0.9,890.961643835616
"686",43.8,25,13.9,2.7,2.7,23.3,1.9,5.3,98,1.4,3.9,"Back",11562500,81,1.6,1123.94794520548
"687",153.5,23,4,0.4,3.5,12.3,0.6,1.7,335,0.1,1.6,"Front",1471382,23,0.8,155.139344262295
"688",89.8,36,4.5,2.1,1.5,16,0.4,1.6,82,0.8,0.8,"Back",2328652,57,0.7,11.0989010989011
"689",93.2,22,7.9,1.3,4.2,23.2,1,2.8,204,1.2,1.6,"Back",1394520,63,0.7,9.19178082191781
"690",134.2,26,2.3,0.3,2.3,14.2,0.1,0.9,230,0.5,0.4,"Front",1471382,69,0.4,143.071038251366
"691",80.2,20,13.1,1.5,4.6,25.4,2.3,5.1,245,0.7,4.3,"Front",5090040,77,1.9,1320.49589041096
"692",124.2,28,2.6,3.2,1.1,12,0.4,0.8,310,0.4,0.4,"Back",77250,18,0.5,89.8191780821918
"693",160.8,30,0,0,0,3,0,0,332,0,0,"Front",6021175,2,0,261.986338797814
"694",71,24,12.9,2.9,3.5,33.2,1.5,4.9,426,1.6,3.4,"Front",1471382,81,1.7,160.698630136986
"695",53.5,27,19,6,4.5,36.1,2.3,7.6,220,1.5,6.1,"Back",25686667,81,2.6,876.421917808219
"696",131.8,22,3.3,0.5,2.2,11.1,0.4,1.2,211,0.6,0.6,"Front",2076840,25,0.4,437.947945205479
"697",65.2,23,16.1,2.6,8,26.7,3.7,6.1,420,0.1,6,"Front",4149242,82,2.6,741.495890410959
"699",104.2,24,6.2,0.7,2.4,13.7,0.7,2.3,12,0.9,1.4,"Back",1579440,38,0.4,5.06849315068493
"700",65.2,28,12.2,2.1,4,31.5,1.9,4,221,2.2,1.8,"Back",4500000,72,1.3,599.701369863014
"701",102.8,22,6.7,1.1,2.8,22.1,0.4,2.7,246,0.8,1.9,"Front",2365560,68,0.6,708.895890410959
"702",156.8,20,2,0,0,4,0,1,394,0,1,"Front",2247480,1,0,334.906849315068
"703",139,21,7.8,2.2,5.4,24.7,1,3,526,0.7,2.3,"Front",2705040,68,1.1,448.682191780822
"704",63,23,14.3,1.8,9,26.4,2.2,6.1,374,0,6.1,"Front",2947304,79,2.3,823.254794520548
"705",93.2,25,1.1,0.7,0.6,5.9,0.4,0.3,9,0,0.3,"Back",77250,18,0.5,141.550684931507
"706",6.8,22,21.3,2.4,12.3,35.6,4.2,7.8,483,1.5,6.3,"Front",6216840,82,1.9,2228.38630136986
"707",44,26,16.2,2.3,4.7,23.3,3.4,5.8,293,1.2,4.6,"Front",18868625,9,1.8,5278.15616438356
"708",134.8,22,3.6,1.3,1.1,8.8,0.7,1.3,156,0.3,1.1,"Back",551866,16,1,846.789473684211
"709",121.5,26,11.5,2.7,5.7,23.4,1.8,4.2,383,1.4,2.8,"Front",12007169,76,1.9,1442.12054794521
"710",40.2,27,22.1,5.6,3.1,34.2,4.5,7.4,497,2.9,4.5,"Back",12000000,80,2.2,1088.53150684932
"711",127.8,28,5.9,0.6,4.8,14.4,1.1,2.4,154,0,2.4,"Front",12921348,32,0.7,444.095628415301
"712",100.8,28,12.9,3.5,3.8,27.5,2.5,4.4,36,1.7,2.7,"Back",16910112,65,2.4,380.646575342466
"713",57.2,24,13.4,2.2,5.2,33.2,2.1,4.6,83,2.1,2.4,"Back",17745894,74,1.3,910.591780821918
"714",1,29,26.4,5.4,6.8,34.2,5.3,9.3,143,2.5,6.7,"Front",25000000,68,3,12675.4520547945
"715",5.8,29,17.6,1.7,9.3,28,4,5.7,304,2.3,3.3,"Front",22642350,59,1.5,3513.98904109589
"716",124.2,21,4,0.6,3.3,13.8,0.6,1.7,301,0,1.7,"Front",1471382,66,0.5,435.934246575342
"717",147,25,4.2,0.8,4.3,13.8,1,1.6,46,0,1.6,"Front",815615,42,0.5,136.569863013699
"718",45.5,26,20.1,4,5.2,36.4,3.9,7.2,336,1.8,5.5,"Front",14100000,82,2.3,396.813698630137
"719",6,27,20,2.5,3.8,34.3,1.1,7.9,479,3.1,4.7,"Back",17826150,73,1.8,4083.22191780822
"720",118.8,20,6.1,2.1,1.6,20.1,0.8,2.5,452,0.3,2.2,"Back",77250,32,1.4,97.1095890410959
"721",73.2,28,6.7,1.2,6.6,19.6,0.5,3.1,279,0,3.1,"Front",8393000,71,0.7,225.068306010929
"722",51,23,13.4,6,4.3,29.3,1.6,5.5,142,0.8,4.7,"Back",4046760,52,2.9,879.575342465753
"723",3.8,22,22.7,1.2,6.6,32.4,4.5,8.1,411,1.9,6.3,"Front",4503600,48,1.9,3086.24109589041
"724",110.2,24,7.9,2.7,5.4,26.7,1.4,3.1,13,0.3,2.9,"Front",2151704,74,1.3,413.295890410959
"726",82.2,36,9.2,1.2,2.3,21.6,0.9,3,278,2.2,0.8,"Back",7000000,73,0.8,3803.87945205479
"727",47,22,16.1,1.8,6.3,31.2,1.9,6.1,280,2.1,4,"Front",1423560,77,1.8,3275.95616438356
"728",37.5,31,16.2,6.9,5.6,32.2,2.9,5.2,305,3.1,2.1,"Back",28903704,78,2.3,1659.93698630137
"729",77.8,27,7.1,2.1,6.1,18,1.3,2.9,378,0.1,2.9,"Front",4087500,77,1.3,286.032876712329
"730",142.2,29,1.9,0.2,0.8,4.9,0.6,0.6,453,0.2,0.4,"Front",4666500,12,0.3,536.628415300546
"731",1,25,24.4,5.1,3.8,32.2,3.9,8.9,239,2.8,6.1,"Back",18868626,60,2.3,11293.2328767123
"732",5.8,32,23.1,2,8.5,33.5,4.5,9.2,7,0.4,8.8,"Front",21461010,75,1.5,1323.35616438356
"733",50.5,27,9.2,2.9,5.2,22.6,1,3.7,463,0.8,2.9,"Back",4180000,82,1.6,820.448087431694
"734",101.2,29,4.1,0.6,2.4,18.5,0.6,1.4,478,0.7,0.7,"Front",6655325,73,0.5,276.032786885246
"735",77.8,26,6.2,1,1.6,14.9,0.6,2.2,169,1.3,0.9,"Back",6666667,58,0.3,303.868493150685
"736",53.2,20,15.2,1.2,7.5,29.7,2.1,5.5,314,2.1,3.4,"Front",3821640,68,1.2,1332.87397260274
"737",1.2,33,27.5,9.1,8.6,36.9,4.7,10.5,248,1.8,8.6,"Front",33285709,82,4.2,23061.695890411
"739",36.2,20,10.2,7.2,6.9,34.2,0.6,3.9,29,1.7,2.2,"Back",6286560,52,2.6,12511.8849315068
"742",115.8,31,7.5,0.9,3,25.6,1.1,2.7,319,1,1.7,"Front",2116955,61,1.1,377.948087431694
"743",130,25,2.5,0.4,1.8,8.5,0.4,1,371,0.1,0.9,"Front",2947304,49,0.3,336.31693989071
"745",132.5,28,5.2,0.6,1.9,14.3,0.3,1.8,25,1.2,0.6,"Front",1974159,50,0.4,217.054644808743
"746",74.2,21,7.6,1.7,2.4,20,0.9,2.8,272,1.1,1.7,"Back",2759280,73,0.9,582.912328767123
"747",150,22,6.7,1.3,3.2,16.3,0.4,2.5,277,1.4,1.1,"Front",77250,20,0.6,75.0657534246575
"748",137.8,32,2,1,0,13,0,1,129,0,1,"Front",17190000,1,1,1264.95901639344
"749",123.8,22,3.4,0.5,1.3,12.5,0.7,1.2,427,0.5,0.7,"Back",1504560,26,0.4,288.939516129032
"750",43.5,25,13,3.2,3.3,29.9,1.6,5.1,64,1.3,3.8,"Back",1312611,48,1.4,1185.81643835616
"751",118.8,28,6.3,3,1.9,18.8,1.4,2,127,0.9,1.2,"Back",2500000,54,1.2,289.920765027322
"752",155,24,2.5,0.2,1,8.4,0.3,0.9,339,0.5,0.3,"Front",77250,15,0.3,56.8849315068493
"753",104.8,21,3.2,0.5,1.1,9.4,0.4,1.2,38,0.5,0.7,"Back",1700640,62,0.4,194.715068493151
"754",106.2,19,6.7,1.4,1,13.6,0.5,2.4,345,1.3,1.1,"Back",2904480,63,0.8,996.402739726027
"756",33,40,8.9,2.5,2.2,20,1.7,3.1,177,1,2.1,"Back",2500000,65,1.6,59.051912568306
"757",53.8,33,17.2,4.2,8.1,33,3.8,5.9,170,1.5,4.5,"Front",22642350,73,2.7,1483.99452054795
"758",58.8,33,8.4,1.8,7.6,25.3,1.3,3.5,181,0,3.5,"Front",12782609,82,1.2,372.94262295082
"759",92.2,31,12.1,1.9,1.9,24.3,1.9,4.2,40,1.9,2.4,"Back",7082277,80,1.2,413.786301369863
"760",105.2,23,1.4,0.2,0.4,5.3,0.3,0.5,174,0.1,0.4,"Back",1312611,42,0.1,35.7936507936508
"761",107.5,28,13.6,1.3,5.4,26.8,2.3,4.9,352,1.6,3.3,"Front",5000000,54,1.2,13.4739726027397
"763",86.2,23,10.2,4.8,3.5,29.9,1.8,3.5,454,1.4,2.1,"Back",4538019,54,2.4,1064.07671232877
"765",71.2,22,9.6,1.4,3.7,22.1,1.1,3.6,213,1.2,2.4,"Back",4078320,75,1.1,452.920547945205
"766",92.8,19,7.1,3.8,3.1,18.1,0.7,3.2,167,0,3.2,"Back",7026240,14,1.2,3233.26301369863
"767",68.5,28,11.5,1.9,5.6,27,1.4,4.5,353,1,3.5,"Front",8000000,73,1.7,761.438356164384
"768",81.8,20,7.7,1.2,5.5,21.2,1.3,2.8,96,0.8,2,"Front",3073800,72,1.5,438.871232876712
"769",139.5,30,7.7,0.8,2.6,13,0.8,2.7,461,1.7,1,"Front",2116955,52,0.8,1094.86612021858
"770",105.2,31,9.5,1.2,4.7,25.7,1.3,3.3,521,1.6,1.7,"Front",13168750,78,0.8,346.13698630137
"771",144.2,27,7.1,1.9,5.4,19.4,1.1,3,405,0,3,"Front",14041096,74,1.4,659.632876712329
"774",91.8,27,4.3,3.8,1.7,18.7,0.7,1.4,128,0.8,0.7,"Back",9607500,38,1.3,754.32602739726
"776",133.8,26,5.4,0.7,3.3,16.8,0.6,2.1,275,0.6,1.5,"Front",815615,72,0.4,125.046575342466
